Linux-aarch64, native, floyd-warshall, calling, timestamp, 1696920088500946
Linux-aarch64, native, basicmath, main, timestamp, 1696912074575252
Linux-aarch64, native, basicmath, start, timestamp, 1696912074575252
Linux-aarch64, native, basicmath, end, timestamp, 1696912074883917
Linux-aarch64, native, basicmath, accumulated, elapsed time, 308665
Linux-aarch64, native, basicmath, calling, timestamp, 1696912074885033
Linux-aarch64, native, basicmath, starting, timestamp, 1696912074886123
Linux-aarch64, native, basicmath, main, timestamp, 1696912074887266
Linux-aarch64, native, basicmath, start, timestamp, 1696912074887266
Linux-aarch64, native, basicmath, end, timestamp, 1696912075199136
Linux-aarch64, native, basicmath, accumulated, elapsed time, 311870
Linux-aarch64, native, basicmath, calling, timestamp, 1696912075200257
Linux-aarch64, native, basicmath, starting, timestamp, 1696912075201335
Linux-aarch64, native, basicmath, main, timestamp, 1696912075202532
Linux-aarch64, native, basicmath, start, timestamp, 1696912075202532
Linux-aarch64, native, basicmath, end, timestamp, 1696912075516076
Linux-aarch64, native, basicmath, accumulated, elapsed time, 313544
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696912075761065
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696912075763863
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696912075814873
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696912075814873
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696912076280393
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 465520
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696912076282283
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696912076285078
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696912076334879
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696912076334879
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696912076818901
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 484022
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696912076820788
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696912076823574
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696912076846842
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696912076846842
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696912077329240
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 482398
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696912077331097
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696912077333901
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696912077354844
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696912077354844
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696912077837098
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 482254
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696912077838873
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696912077841551
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696912077882803
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696912077882803
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696912078365656
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 482853
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696912078367518
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696912078370317
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696912078402828
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696912078402828
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696912078873278
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 470450
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696912078875151
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696912078877872
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696912078910831
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696912078910831
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696912079376340
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 465509
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696912079378212
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696912079380833
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696912079426779
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696912079426779
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696912079897838
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 471059
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696912079899677
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696912079902446
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696912079942829
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696912079942829
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696912080410218
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 467389
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696912080412078
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696912080414801
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696912080442822
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696912080442822
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696912080925728
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 482906
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696912080927579
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696912080930359
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696912080962829
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696912080962829
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696912081465668
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 502839
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696912081467430
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696912081470248
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696912081490856
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696912081490856
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696912081987999
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 497143
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696912081990086
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696912081992878
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696912082014865
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696912082014865
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696912082483062
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 468197
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696912082484894
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696912082487677
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696912082514847
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696912082514847
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696912082986968
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 472121
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696912082988774
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696912082991532
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696912083018833
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696912083018833
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696912083502400
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 483567
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696912083745423
WABENCH, iwasm, basicmath, starting, timestamp, 1696912083746714
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696912083753019
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696912083753019
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696912088851110
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5098091
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696912088852890
WABENCH, iwasm, basicmath, starting, timestamp, 1696912088854156
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696912088860468
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696912088860468
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696912094000181
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5139713
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696912094001915
WABENCH, iwasm, basicmath, starting, timestamp, 1696912094003135
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696912094009387
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696912094009387
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696912099144841
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5135454
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696912099146591
WABENCH, iwasm, basicmath, starting, timestamp, 1696912099147854
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696912099154113
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696912099154113
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696912104295223
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5141110
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696912104297037
WABENCH, iwasm, basicmath, starting, timestamp, 1696912104298321
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696912104304569
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696912104304569
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696912109446461
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5141892
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696912109448310
WABENCH, iwasm, basicmath, starting, timestamp, 1696912109449587
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696912109455826
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696912109455826
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696912114592504
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5136678
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696912114594318
WABENCH, iwasm, basicmath, starting, timestamp, 1696912114595588
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696912114601817
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696912114601817
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696912119744927
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5143110
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696912119746726
WABENCH, iwasm, basicmath, starting, timestamp, 1696912119747983
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696912119754429
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696912119754429
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696912124896161
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5141732
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696912124897941
WABENCH, iwasm, basicmath, starting, timestamp, 1696912124899170
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696912124905399
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696912124905399
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696912130042991
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5137592
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696912130044759
WABENCH, iwasm, basicmath, starting, timestamp, 1696912130046050
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696912130052591
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696912130052591
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696912135190717
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5138126
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696912135192512
WABENCH, iwasm, basicmath, starting, timestamp, 1696912135193777
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696912135200255
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696912135200255
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696912140338451
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5138196
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696912140340192
WABENCH, iwasm, basicmath, starting, timestamp, 1696912140341448
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696912140347612
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696912140347612
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696912145490351
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5142739
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696912145492128
WABENCH, iwasm, basicmath, starting, timestamp, 1696912145493378
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696912145499517
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696912145499517
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696912150613210
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5113693
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696912150615019
WABENCH, iwasm, basicmath, starting, timestamp, 1696912150616270
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696912150622297
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696912150622297
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696912155764166
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5141869
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696912155765962
WABENCH, iwasm, basicmath, starting, timestamp, 1696912155767230
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696912155773540
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696912155773540
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696912160912787
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5139247
Linux-aarch64, native, basicmath, calling, timestamp, 1696917073213977
Linux-aarch64, native, basicmath, starting, timestamp, 1696917073215106
Linux-aarch64, native, basicmath, main, timestamp, 1696917073216304
Linux-aarch64, native, basicmath, start, timestamp, 1696917073216304
Linux-aarch64, native, basicmath, end, timestamp, 1696917073525066
Linux-aarch64, native, basicmath, accumulated, elapsed time, 308762
Linux-aarch64, native, basicmath, calling, timestamp, 1696917073526259
Linux-aarch64, native, basicmath, starting, timestamp, 1696917073527368
Linux-aarch64, native, basicmath, main, timestamp, 1696917073528551
Linux-aarch64, native, basicmath, start, timestamp, 1696917073528551
Linux-aarch64, native, basicmath, end, timestamp, 1696917073849614
Linux-aarch64, native, basicmath, accumulated, elapsed time, 321063
Linux-aarch64, native, basicmath, calling, timestamp, 1696917073850804
Linux-aarch64, native, basicmath, starting, timestamp, 1696917073851911
Linux-aarch64, native, basicmath, main, timestamp, 1696917073853086
Linux-aarch64, native, basicmath, start, timestamp, 1696917073853086
Linux-aarch64, native, basicmath, end, timestamp, 1696917074160711
Linux-aarch64, native, basicmath, accumulated, elapsed time, 307625
Linux-aarch64, native, basicmath, calling, timestamp, 1696917074161870
Linux-aarch64, native, basicmath, starting, timestamp, 1696917074162917
Linux-aarch64, native, basicmath, main, timestamp, 1696917074164089
Linux-aarch64, native, basicmath, start, timestamp, 1696917074164089
Linux-aarch64, native, basicmath, end, timestamp, 1696917074472623
Linux-aarch64, native, basicmath, accumulated, elapsed time, 308534
Linux-aarch64, native, basicmath, calling, timestamp, 1696917074473784
Linux-aarch64, native, basicmath, starting, timestamp, 1696917074474884
Linux-aarch64, native, basicmath, main, timestamp, 1696917074476054
Linux-aarch64, native, basicmath, start, timestamp, 1696917074476054
Linux-aarch64, native, basicmath, end, timestamp, 1696917074784785
Linux-aarch64, native, basicmath, accumulated, elapsed time, 308731
Linux-aarch64, native, basicmath, calling, timestamp, 1696917074785927
Linux-aarch64, native, basicmath, starting, timestamp, 1696917074786971
Linux-aarch64, native, basicmath, main, timestamp, 1696917074788139
Linux-aarch64, native, basicmath, start, timestamp, 1696917074788139
Linux-aarch64, native, basicmath, end, timestamp, 1696917075096049
Linux-aarch64, native, basicmath, accumulated, elapsed time, 307910
Linux-aarch64, native, basicmath, calling, timestamp, 1696917075097198
Linux-aarch64, native, basicmath, starting, timestamp, 1696917075098305
Linux-aarch64, native, basicmath, main, timestamp, 1696917075099472
Linux-aarch64, native, basicmath, start, timestamp, 1696917075099472
Linux-aarch64, native, basicmath, end, timestamp, 1696917075407694
Linux-aarch64, native, basicmath, accumulated, elapsed time, 308222
Linux-aarch64, native, basicmath, calling, timestamp, 1696917075408819
Linux-aarch64, native, basicmath, starting, timestamp, 1696917075409906
Linux-aarch64, native, basicmath, main, timestamp, 1696917075411066
Linux-aarch64, native, basicmath, start, timestamp, 1696917075411066
Linux-aarch64, native, basicmath, end, timestamp, 1696917075718965
Linux-aarch64, native, basicmath, accumulated, elapsed time, 307899
Linux-aarch64, native, basicmath, calling, timestamp, 1696917075720103
Linux-aarch64, native, basicmath, starting, timestamp, 1696917075721215
Linux-aarch64, native, basicmath, main, timestamp, 1696917075722406
Linux-aarch64, native, basicmath, start, timestamp, 1696917075722406
Linux-aarch64, native, basicmath, end, timestamp, 1696917076030680
Linux-aarch64, native, basicmath, accumulated, elapsed time, 308274
Linux-aarch64, native, basicmath, calling, timestamp, 1696917076031842
Linux-aarch64, native, basicmath, starting, timestamp, 1696917076032950
Linux-aarch64, native, basicmath, main, timestamp, 1696917076034145
Linux-aarch64, native, basicmath, start, timestamp, 1696917076034145
Linux-aarch64, native, basicmath, end, timestamp, 1696917076342428
Linux-aarch64, native, basicmath, accumulated, elapsed time, 308283
Linux-aarch64, native, basicmath, calling, timestamp, 1696917076343592
Linux-aarch64, native, basicmath, starting, timestamp, 1696917076344689
Linux-aarch64, native, basicmath, main, timestamp, 1696917076345844
Linux-aarch64, native, basicmath, start, timestamp, 1696917076345844
Linux-aarch64, native, basicmath, end, timestamp, 1696917076654017
Linux-aarch64, native, basicmath, accumulated, elapsed time, 308173
Linux-aarch64, native, basicmath, calling, timestamp, 1696917076655169
Linux-aarch64, native, basicmath, starting, timestamp, 1696917076656260
Linux-aarch64, native, basicmath, main, timestamp, 1696917076657424
Linux-aarch64, native, basicmath, start, timestamp, 1696917076657424
Linux-aarch64, native, basicmath, end, timestamp, 1696917076965654
Linux-aarch64, native, basicmath, accumulated, elapsed time, 308230
Linux-aarch64, native, basicmath, calling, timestamp, 1696917076966812
Linux-aarch64, native, basicmath, starting, timestamp, 1696917076967906
Linux-aarch64, native, basicmath, main, timestamp, 1696917076969075
Linux-aarch64, native, basicmath, start, timestamp, 1696917076969075
Linux-aarch64, native, basicmath, end, timestamp, 1696917077281017
Linux-aarch64, native, basicmath, accumulated, elapsed time, 311942
Linux-aarch64, native, basicmath, calling, timestamp, 1696917077282178
Linux-aarch64, native, basicmath, starting, timestamp, 1696917077283273
Linux-aarch64, native, basicmath, main, timestamp, 1696917077284436
Linux-aarch64, native, basicmath, start, timestamp, 1696917077284436
Linux-aarch64, native, basicmath, end, timestamp, 1696917077592162
Linux-aarch64, native, basicmath, accumulated, elapsed time, 307726
Linux-aarch64, native, basicmath, calling, timestamp, 1696917077593315
Linux-aarch64, native, basicmath, starting, timestamp, 1696917077594429
Linux-aarch64, native, basicmath, main, timestamp, 1696917077595593
Linux-aarch64, native, basicmath, start, timestamp, 1696917077595593
Linux-aarch64, native, basicmath, end, timestamp, 1696917077909144
Linux-aarch64, native, basicmath, accumulated, elapsed time, 313551
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696917078154628
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696917078157481
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696917078190891
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696917078190891
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696917078662311
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 471420
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696917078664112
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696917078666918
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696917078702858
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696917078702858
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696917079185966
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 483108
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696917079187830
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696917079190630
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696917079214852
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696917079214852
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696917079709292
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 494440
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696917079711246
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696917079714097
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696917079746856
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696917079746856
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696917080220924
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 474068
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696917080222831
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696917080225522
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696917080258816
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696917080258816
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696917080725520
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 466704
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696917080727396
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696917080730208
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696917080790851
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696917080790851
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696917081262942
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 472091
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696917081264785
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696917081267575
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696917081294833
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696917081294833
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696917081778275
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 483442
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696917081780098
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696917081782893
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696917081806881
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696917081806881
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696917082290429
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 483548
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696917082292414
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696917082295228
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696917082322848
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696917082322848
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696917082795640
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 472792
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696917082797504
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696917082800161
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696917082822833
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696917082822833
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696917083307765
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 484932
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696917083309661
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696917083312372
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696917083346837
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696917083346837
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696917083818167
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 471330
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696917083820015
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696917083822854
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696917083842868
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696917083842868
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696917084309315
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 466447
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696917084311224
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696917084314007
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696917084338856
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696917084338856
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696917084822189
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 483333
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696917084824036
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696917084826826
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696917084850854
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696917084850854
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696917085321785
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 470931
Linux-aarch64, wasmtime, basicmath, calling, timestamp, 1696917085323587
Linux-aarch64, wasmtime, basicmath, starting, timestamp, 1696917085326382
Linux-aarch64, wasmtime, basicmath, main, timestamp, 1696917085362863
Linux-aarch64, wasmtime, basicmath, start, timestamp, 1696917085362863
Linux-aarch64, wasmtime, basicmath, end, timestamp, 1696917085844736
Linux-aarch64, wasmtime, basicmath, accumulated, elapsed time, 481873
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696917086088141
WABENCH, iwasm, basicmath, starting, timestamp, 1696917086089471
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696917086095834
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696917086095834
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696917091221997
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5126163
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696917091223820
WABENCH, iwasm, basicmath, starting, timestamp, 1696917091225091
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696917091231403
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696917091231403
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696917096365449
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5134046
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696917096367254
WABENCH, iwasm, basicmath, starting, timestamp, 1696917096368514
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696917096374739
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696917096374739
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696917101494830
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5120091
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696917101496615
WABENCH, iwasm, basicmath, starting, timestamp, 1696917101497883
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696917101504123
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696917101504123
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696917106642241
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5138118
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696917106644009
WABENCH, iwasm, basicmath, starting, timestamp, 1696917106645261
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696917106651417
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696917106651417
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696917111791968
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5140551
Linux-aarch64, iwasm, basicmath, calling, timestamp, 1696917111793848
WABENCH, iwasm, basicmath, starting, timestamp, 1696917111795108
Linux-aarch64, iwasm, basicmath, main, timestamp, 1696917111801345
Linux-aarch64, iwasm, basicmath, start, timestamp, 1696917111801345
Linux-aarch64, iwasm, basicmath, end, timestamp, 1696917116927256
Linux-aarch64, iwasm, basicmath, accumulated, elapsed time, 5125911
