Linux-aarch64-AWS, native, floyd-warshall, calling, timestamp, 1696846258192081
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14356
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844329851433
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844329852662
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844329857945
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844329857987
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844329872250
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14263
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844329874103
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844329875348
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844329880679
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844329880722
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844329894725
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14003
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844329896543
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844329897780
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844329903024
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844329903065
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844329917357
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14292
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844329919207
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844329920468
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844329925770
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844329925812
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844329940144
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14332
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844329941967
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844329943215
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844329948432
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844329948474
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844329962879
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14405
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844329964685
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844329965949
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844329971205
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844329971248
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844329985626
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14378
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844329987412
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844329988661
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844329993892
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844329993934
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330008206
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14272
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330010027
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330011295
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330016520
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330016561
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330030949
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14388
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330032703
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330033933
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330039142
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330039184
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330053180
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 13996
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330055023
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330056285
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330061448
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330061489
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330075667
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14178
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330077531
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330078770
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330083962
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330084002
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330098393
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14391
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330100170
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330101418
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330106636
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330106677
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330120905
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14228
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330122694
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330123933
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330129174
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330129215
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330143479
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14264
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330145386
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330146647
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330151911
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330151954
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330166217
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14263
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330168055
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330169354
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330174679
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330174722
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330189128
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14406
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330191008
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330192241
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330197452
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330197494
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330211735
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14241
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330213550
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330214790
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330219995
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330220035
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330234083
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14048
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330235885
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330237117
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330242327
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330242368
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330256729
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14361
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330258591
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330259867
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330265117
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330265159
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330279554
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14395
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330281339
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330282600
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330287842
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330287882
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330302065
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14183
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330303874
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330305126
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330310307
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330310347
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330324391
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14044
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330326210
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330327430
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330332627
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330332669
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330346998
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14329
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330348769
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330350040
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330355286
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330355331
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330369609
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14278
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330371416
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330372687
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330378039
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330378080
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330392639
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14559
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330394441
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330395710
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330400997
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330401040
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330415457
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14417
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330417316
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330418545
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330423810
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330423852
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330438074
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14222
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330439927
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330441168
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330446330
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330446372
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330460880
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14508
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330462707
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330463954
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330469237
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330469280
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330483885
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 14605
Linux-aarch64-AWS, iwasm, stringsearch, calling, timestamp, 1696844330485784
Linux-aarch64-AWS, iwasm, stringsearch, starting, timestamp, 1696844330487040
Linux-aarch64-AWS, iwasm, stringsearch, main, timestamp, 1696844330492304
Linux-aarch64-AWS, iwasm, stringsearch, start, timestamp, 1696844330492345
Linux-aarch64-AWS, iwasm, stringsearch, end, timestamp, 1696844330506175
Linux-aarch64-AWS, iwasm, stringsearch, accumulated, elapsed time, 13830
Linux-aarch64-AWS, native, cjpeg, calling, timestamp, 1696844315138190
Linux-aarch64-AWS, native, cjpeg, starting, timestamp, 1696844315139382
Linux-aarch64-AWS, native, cjpeg, main, timestamp, 1696844315140592
Linux-aarch64-AWS, native, cjpeg, start, timestamp, 1696844315141040
Linux-aarch64-AWS, native, cjpeg, end, timestamp, 1696844315147060
Linux-aarch64-AWS, native, cjpeg, accumulated, elapsed time, 6020
Linux-aarch64-AWS, wasmtime, cjpeg, calling, timestamp, 1696844315163777
Linux-aarch64-AWS, wasmtime, cjpeg, starting, timestamp, 1696844315166715
Linux-aarch64-AWS, wasmtime, cjpeg, main, timestamp, 1696844315252745
Linux-aarch64-AWS, wasmtime, cjpeg, start, timestamp, 1696844315252870
Linux-aarch64-AWS, wasmtime, cjpeg, end, timestamp, 1696844315260117
Linux-aarch64-AWS, wasmtime, cjpeg, accumulated, elapsed time, 7247
Linux-aarch64-AWS, iwasm, cjpeg, calling, timestamp, 1696844315289952
Linux-aarch64-AWS, iwasm, cjpeg, starting, timestamp, 1696844315291316
Linux-aarch64-AWS, iwasm, cjpeg, main, timestamp, 1696844315300813
Linux-aarch64-AWS, iwasm, cjpeg, start, timestamp, 1696844315300963
Linux-aarch64-AWS, iwasm, cjpeg, end, timestamp, 1696844315380783
Linux-aarch64-AWS, iwasm, cjpeg, accumulated, elapsed time, 79820
Linux-aarch64-AWS, native, djpeg, calling, timestamp, 1696844323303592
Linux-aarch64-AWS, native, djpeg, starting, timestamp, 1696844323304793
Linux-aarch64-AWS, native, djpeg, main, timestamp, 1696844323306025
Linux-aarch64-AWS, native, djpeg, start, timestamp, 1696844323306511
Linux-aarch64-AWS, native, djpeg, end, timestamp, 1696844323309733
Linux-aarch64-AWS, native, djpeg, accumulated, elapsed time, 3222
Linux-aarch64-AWS, wasmtime, djpeg, calling, timestamp, 1696844323318992
Linux-aarch64-AWS, wasmtime, djpeg, starting, timestamp, 1696844323321944
Linux-aarch64-AWS, wasmtime, djpeg, main, timestamp, 1696844323384705
Linux-aarch64-AWS, wasmtime, djpeg, start, timestamp, 1696844323385001
Linux-aarch64-AWS, wasmtime, djpeg, end, timestamp, 1696844323392581
Linux-aarch64-AWS, wasmtime, djpeg, accumulated, elapsed time, 7580
Linux-aarch64-AWS, iwasm, djpeg, calling, timestamp, 1696844323408490
Linux-aarch64-AWS, iwasm, djpeg, starting, timestamp, 1696844323409838
Linux-aarch64-AWS, iwasm, djpeg, main, timestamp, 1696844323419535
Linux-aarch64-AWS, iwasm, djpeg, start, timestamp, 1696844323419806
Linux-aarch64-AWS, iwasm, djpeg, end, timestamp, 1696844323475557
Linux-aarch64-AWS, iwasm, djpeg, accumulated, elapsed time, 55751
Linux-aarch64-AWS, native, sha, calling, timestamp, 1696844380476995
Linux-aarch64-AWS, native, sha, starting, timestamp, 1696844380478159
Linux-aarch64-AWS, native, sha, main, timestamp, 1696844380479313
Linux-aarch64-AWS, native, sha, start, timestamp, 1696844380479352
Linux-aarch64-AWS, native, sha, end, timestamp, 1696844380500931
Linux-aarch64-AWS, native, sha, accumulated, elapsed time, 21579
Linux-aarch64-AWS, native, sha, calling, timestamp, 1696844380502203
Linux-aarch64-AWS, native, sha, starting, timestamp, 1696844380503330
Linux-aarch64-AWS, native, sha, main, timestamp, 1696844380504475
Linux-aarch64-AWS, native, sha, start, timestamp, 1696844380504515
Linux-aarch64-AWS, native, sha, end, timestamp, 1696844380520198
Linux-aarch64-AWS, native, sha, accumulated, elapsed time, 15683
Linux-aarch64-AWS, native, sha, calling, timestamp, 1696844380521422
Linux-aarch64-AWS, native, sha, starting, timestamp, 1696844380522575
Linux-aarch64-AWS, native, sha, main, timestamp, 1696844380523757
Linux-aarch64-AWS, native, sha, start, timestamp, 1696844380523798
Linux-aarch64-AWS, native, sha, end, timestamp, 1696844380539318
Linux-aarch64-AWS, native, sha, accumulated, elapsed time, 15520
Linux-aarch64-AWS, native, sha, calling, timestamp, 1696844380540563
Linux-aarch64-AWS, native, sha, starting, timestamp, 1696844380541691
Linux-aarch64-AWS, native, sha, main, timestamp, 1696844380542854
Linux-aarch64-AWS, native, sha, start, timestamp, 1696844380542894
Linux-aarch64-AWS, native, sha, end, timestamp, 1696844380558389
Linux-aarch64-AWS, native, sha, accumulated, elapsed time, 15495
Linux-aarch64-AWS, native, sha, calling, timestamp, 1696844380559592
Linux-aarch64-AWS, native, sha, starting, timestamp, 1696844380560705
Linux-aarch64-AWS, native, sha, main, timestamp, 1696844380561890
Linux-aarch64-AWS, native, sha, start, timestamp, 1696844380561930
Linux-aarch64-AWS, native, sha, end, timestamp, 1696844380577436
Linux-aarch64-AWS, native, sha, accumulated, elapsed time, 15506
Linux-aarch64-AWS, native, sha, calling, timestamp, 1696844380578654
Linux-aarch64-AWS, native, sha, starting, timestamp, 1696844380579764
Linux-aarch64-AWS, native, sha, main, timestamp, 1696844380580872
Linux-aarch64-AWS, native, sha, start, timestamp, 1696844380580910
Linux-aarch64-AWS, native, sha, end, timestamp, 1696844380596355
Linux-aarch64-AWS, native, sha, accumulated, elapsed time, 15445
Linux-aarch64-AWS, native, sha, calling, timestamp, 1696844380597555
Linux-aarch64-AWS, native, sha, starting, timestamp, 1696844380598671
Linux-aarch64-AWS, native, sha, main, timestamp, 1696844380599795
Linux-aarch64-AWS, native, sha, start, timestamp, 1696844380599835
Linux-aarch64-AWS, native, sha, end, timestamp, 1696844380615212
Linux-aarch64-AWS, native, sha, accumulated, elapsed time, 15377
Linux-aarch64-AWS, native, sha, calling, timestamp, 1696844380616440
Linux-aarch64-AWS, native, sha, starting, timestamp, 1696844380617580
Linux-aarch64-AWS, native, sha, main, timestamp, 1696844380618762
Linux-aarch64-AWS, native, sha, start, timestamp, 1696844380618802
Linux-aarch64-AWS, native, sha, end, timestamp, 1696844380634247
Linux-aarch64-AWS, native, sha, accumulated, elapsed time, 15445
Linux-aarch64-AWS, native, sha, calling, timestamp, 1696844380635405
Linux-aarch64-AWS, native, sha, starting, timestamp, 1696844380636502
Linux-aarch64-AWS, native, sha, main, timestamp, 1696844380637662
Linux-aarch64-AWS, native, sha, start, timestamp, 1696844380637701
Linux-aarch64-AWS, native, sha, end, timestamp, 1696844380653138
Linux-aarch64-AWS, native, sha, accumulated, elapsed time, 15437
Linux-aarch64-AWS, native, sha, calling, timestamp, 1696844380654355
Linux-aarch64-AWS, native, sha, starting, timestamp, 1696844380655504
Linux-aarch64-AWS, native, sha, main, timestamp, 1696844380656638
Linux-aarch64-AWS, native, sha, start, timestamp, 1696844380656679
Linux-aarch64-AWS, native, sha, end, timestamp, 1696844380672033
Linux-aarch64-AWS, native, sha, accumulated, elapsed time, 15354
Linux-aarch64-AWS, wasmtime, sha, calling, timestamp, 1696844380681257
Linux-aarch64-AWS, wasmtime, sha, starting, timestamp, 1696844380684210
Linux-aarch64-AWS, wasmtime, sha, main, timestamp, 1696844380751847
Linux-aarch64-AWS, wasmtime, sha, start, timestamp, 1696844380751906
Linux-aarch64-AWS, wasmtime, sha, end, timestamp, 1696844380770583
Linux-aarch64-AWS, wasmtime, sha, accumulated, elapsed time, 18677
Linux-aarch64-AWS, wasmtime, sha, calling, timestamp, 1696844380775468
Linux-aarch64-AWS, wasmtime, sha, starting, timestamp, 1696844380778441
Linux-aarch64-AWS, wasmtime, sha, main, timestamp, 1696844380809787
Linux-aarch64-AWS, wasmtime, sha, start, timestamp, 1696844380809846
Linux-aarch64-AWS, wasmtime, sha, end, timestamp, 1696844380828695
Linux-aarch64-AWS, wasmtime, sha, accumulated, elapsed time, 18849
Linux-aarch64-AWS, wasmtime, sha, calling, timestamp, 1696844380830655
Linux-aarch64-AWS, wasmtime, sha, starting, timestamp, 1696844380833490
Linux-aarch64-AWS, wasmtime, sha, main, timestamp, 1696844380857723
Linux-aarch64-AWS, wasmtime, sha, start, timestamp, 1696844380857774
Linux-aarch64-AWS, wasmtime, sha, end, timestamp, 1696844380875972
Linux-aarch64-AWS, wasmtime, sha, accumulated, elapsed time, 18198
Linux-aarch64-AWS, wasmtime, sha, calling, timestamp, 1696844380877947
Linux-aarch64-AWS, wasmtime, sha, starting, timestamp, 1696844380880783
Linux-aarch64-AWS, wasmtime, sha, main, timestamp, 1696844380917732
Linux-aarch64-AWS, wasmtime, sha, start, timestamp, 1696844380917782
Linux-aarch64-AWS, wasmtime, sha, end, timestamp, 1696844380936037
Linux-aarch64-AWS, wasmtime, sha, accumulated, elapsed time, 18255
Linux-aarch64-AWS, wasmtime, sha, calling, timestamp, 1696844380937978
Linux-aarch64-AWS, wasmtime, sha, starting, timestamp, 1696844380940782
Linux-aarch64-AWS, wasmtime, sha, main, timestamp, 1696844380981746
Linux-aarch64-AWS, wasmtime, sha, start, timestamp, 1696844380981800
Linux-aarch64-AWS, wasmtime, sha, end, timestamp, 1696844381000331
Linux-aarch64-AWS, wasmtime, sha, accumulated, elapsed time, 18531
Linux-aarch64-AWS, wasmtime, sha, calling, timestamp, 1696844381002238
Linux-aarch64-AWS, wasmtime, sha, starting, timestamp, 1696844381005035
Linux-aarch64-AWS, wasmtime, sha, main, timestamp, 1696844381057736
Linux-aarch64-AWS, wasmtime, sha, start, timestamp, 1696844381057787
Linux-aarch64-AWS, wasmtime, sha, end, timestamp, 1696844381076351
Linux-aarch64-AWS, wasmtime, sha, accumulated, elapsed time, 18564
Linux-aarch64-AWS, wasmtime, sha, calling, timestamp, 1696844381078208
Linux-aarch64-AWS, wasmtime, sha, starting, timestamp, 1696844381080933
Linux-aarch64-AWS, wasmtime, sha, main, timestamp, 1696844381145729
Linux-aarch64-AWS, wasmtime, sha, start, timestamp, 1696844381145777
Linux-aarch64-AWS, wasmtime, sha, end, timestamp, 1696844381164233
Linux-aarch64-AWS, wasmtime, sha, accumulated, elapsed time, 18456
Linux-aarch64-AWS, wasmtime, sha, calling, timestamp, 1696844381166154
Linux-aarch64-AWS, wasmtime, sha, starting, timestamp, 1696844381168839
Linux-aarch64-AWS, wasmtime, sha, main, timestamp, 1696844381201717
Linux-aarch64-AWS, wasmtime, sha, start, timestamp, 1696844381201764
Linux-aarch64-AWS, wasmtime, sha, end, timestamp, 1696844381219956
Linux-aarch64-AWS, wasmtime, sha, accumulated, elapsed time, 18192
Linux-aarch64-AWS, wasmtime, sha, calling, timestamp, 1696844381221777
Linux-aarch64-AWS, wasmtime, sha, starting, timestamp, 1696844381224441
Linux-aarch64-AWS, wasmtime, sha, main, timestamp, 1696844381269694
Linux-aarch64-AWS, wasmtime, sha, start, timestamp, 1696844381269743
Linux-aarch64-AWS, wasmtime, sha, end, timestamp, 1696844381287920
Linux-aarch64-AWS, wasmtime, sha, accumulated, elapsed time, 18177
Linux-aarch64-AWS, wasmtime, sha, calling, timestamp, 1696844381289770
Linux-aarch64-AWS, wasmtime, sha, starting, timestamp, 1696844381292476
Linux-aarch64-AWS, wasmtime, sha, main, timestamp, 1696844381341732
Linux-aarch64-AWS, wasmtime, sha, start, timestamp, 1696844381341783
Linux-aarch64-AWS, wasmtime, sha, end, timestamp, 1696844381360034
Linux-aarch64-AWS, wasmtime, sha, accumulated, elapsed time, 18251
Linux-aarch64-AWS, iwasm, sha, calling, timestamp, 1696844381369966
Linux-aarch64-AWS, iwasm, sha, starting, timestamp, 1696844381371322
Linux-aarch64-AWS, iwasm, sha, main, timestamp, 1696844381376886
Linux-aarch64-AWS, iwasm, sha, start, timestamp, 1696844381376942
Linux-aarch64-AWS, iwasm, sha, end, timestamp, 1696844381677659
Linux-aarch64-AWS, iwasm, sha, accumulated, elapsed time, 300717
Linux-aarch64-AWS, iwasm, sha, calling, timestamp, 1696844381679567
Linux-aarch64-AWS, iwasm, sha, starting, timestamp, 1696844381680842
Linux-aarch64-AWS, iwasm, sha, main, timestamp, 1696844381686200
Linux-aarch64-AWS, iwasm, sha, start, timestamp, 1696844381686253
Linux-aarch64-AWS, iwasm, sha, end, timestamp, 1696844381986992
Linux-aarch64-AWS, iwasm, sha, accumulated, elapsed time, 300739
Linux-aarch64-AWS, iwasm, sha, calling, timestamp, 1696844381988822
Linux-aarch64-AWS, iwasm, sha, starting, timestamp, 1696844381990064
Linux-aarch64-AWS, iwasm, sha, main, timestamp, 1696844381995427
Linux-aarch64-AWS, iwasm, sha, start, timestamp, 1696844381995481
Linux-aarch64-AWS, iwasm, sha, end, timestamp, 1696844382296029
Linux-aarch64-AWS, iwasm, sha, accumulated, elapsed time, 300548
Linux-aarch64-AWS, iwasm, sha, calling, timestamp, 1696844382297881
Linux-aarch64-AWS, iwasm, sha, starting, timestamp, 1696844382299153
Linux-aarch64-AWS, iwasm, sha, main, timestamp, 1696844382304403
Linux-aarch64-AWS, iwasm, sha, start, timestamp, 1696844382304456
Linux-aarch64-AWS, iwasm, sha, end, timestamp, 1696844382604830
Linux-aarch64-AWS, iwasm, sha, accumulated, elapsed time, 300374
Linux-aarch64-AWS, iwasm, sha, calling, timestamp, 1696844382606632
Linux-aarch64-AWS, iwasm, sha, starting, timestamp, 1696844382607868
Linux-aarch64-AWS, iwasm, sha, main, timestamp, 1696844382613269
Linux-aarch64-AWS, iwasm, sha, start, timestamp, 1696844382613321
Linux-aarch64-AWS, iwasm, sha, end, timestamp, 1696844382913814
Linux-aarch64-AWS, iwasm, sha, accumulated, elapsed time, 300493
Linux-aarch64-AWS, iwasm, sha, calling, timestamp, 1696844382915668
Linux-aarch64-AWS, iwasm, sha, starting, timestamp, 1696844382916915
Linux-aarch64-AWS, iwasm, sha, main, timestamp, 1696844382922199
Linux-aarch64-AWS, iwasm, sha, start, timestamp, 1696844382922254
Linux-aarch64-AWS, iwasm, sha, end, timestamp, 1696844383222946
Linux-aarch64-AWS, iwasm, sha, accumulated, elapsed time, 300692
Linux-aarch64-AWS, iwasm, sha, calling, timestamp, 1696844383224704
Linux-aarch64-AWS, iwasm, sha, starting, timestamp, 1696844383225949
Linux-aarch64-AWS, iwasm, sha, main, timestamp, 1696844383231309
Linux-aarch64-AWS, iwasm, sha, start, timestamp, 1696844383231363
