Linux-aarch64-Jetson, native, calibrate, calling, timestamp, 1696843480167832
Linux-aarch64-Jetson, wasmtime, floyd-warshall, main, timestamp, 1696852907545307
Linux-aarch64-Jetson, wasmtime, floyd-warshall, start, timestamp, 1696852907778661
Linux-aarch64-Jetson, wasmtime, floyd-warshall, end, timestamp, 1696852987105621
Linux-aarch64-Jetson, wasmtime, floyd-warshall, accumulated, elapsed time, 79326960
Linux-aarch64-Jetson, iwasm, floyd-warshall, calling, timestamp, 1696853103868525
Linux-aarch64-Jetson, iwasm-interp, floyd-warshall, starting, timestamp, 1696853103873190
Linux-aarch64-Jetson, iwasm, floyd-warshall, main, timestamp, 1696853103885645
Linux-aarch64-Jetson, iwasm, floyd-warshall, start, timestamp, 1696853105183264
Linux-aarch64-Jetson, iwasm, floyd-warshall, end, timestamp, 1696855461279014
Linux-aarch64-Jetson, iwasm, floyd-warshall, accumulated, elapsed time, 2356095750
Linux-aarch64-Jetson, native, nussinov, calling, timestamp, 1696855609892732
Linux-aarch64-Jetson, native, nussinov, starting, timestamp, 1696855609896429
Linux-aarch64-Jetson, native, nussinov, main, timestamp, 1696855609900348
Linux-aarch64-Jetson, native, nussinov, start, timestamp, 1696855609909345
Linux-aarch64-Jetson, native, nussinov, end, timestamp, 1696855630561879
Linux-aarch64-Jetson, native, nussinov, accumulated, elapsed time, 20652534
Linux-aarch64-Jetson, wasmtime, nussinov, calling, timestamp, 1696855649512729
Linux-aarch64-Jetson, wasmtime, nussinov, starting, timestamp, 1696855649521993
Linux-aarch64-Jetson, wasmtime, nussinov, main, timestamp, 1696855649649397
Linux-aarch64-Jetson, wasmtime, nussinov, start, timestamp, 1696855649661718
Linux-aarch64-Jetson, wasmtime, nussinov, end, timestamp, 1696855671199802
Linux-aarch64-Jetson, wasmtime, nussinov, accumulated, elapsed time, 21538084
Linux-aarch64-Jetson, iwasm, nussinov, calling, timestamp, 1696855715245801
Linux-aarch64-Jetson, iwasm-interp, nussinov, starting, timestamp, 1696855715250588
Linux-aarch64-Jetson, iwasm, nussinov, main, timestamp, 1696855715263121
Linux-aarch64-Jetson, iwasm, nussinov, start, timestamp, 1696855715272961
Linux-aarch64-Jetson, iwasm, nussinov, end, timestamp, 1696855968496148
Linux-aarch64-Jetson, iwasm, nussinov, accumulated, elapsed time, 253223187
Linux-aarch64-Jetson, native, cjpeg, calling, timestamp, 1696845186499927
Linux-aarch64-Jetson, native, cjpeg, starting, timestamp, 1696845186503947
Linux-aarch64-Jetson, native, cjpeg, main, timestamp, 1696845186508430
Linux-aarch64-Jetson, native, cjpeg, start, timestamp, 1696845186510040
Linux-aarch64-Jetson, native, cjpeg, end, timestamp, 1696845186526867
Linux-aarch64-Jetson, native, cjpeg, accumulated, elapsed time, 16827
Linux-aarch64-Jetson, wasmtime, cjpeg, calling, timestamp, 1696845186573070
Linux-aarch64-Jetson, wasmtime, cjpeg, starting, timestamp, 1696845186582433
Linux-aarch64-Jetson, wasmtime, cjpeg, main, timestamp, 1696845186881080
Linux-aarch64-Jetson, wasmtime, cjpeg, start, timestamp, 1696845186881370
Linux-aarch64-Jetson, wasmtime, cjpeg, end, timestamp, 1696845186899281
Linux-aarch64-Jetson, wasmtime, cjpeg, accumulated, elapsed time, 17911
Linux-aarch64-Jetson, iwasm, cjpeg, calling, timestamp, 1696845186962484
Linux-aarch64-Jetson, iwasm-interp, cjpeg, starting, timestamp, 1696845186967293
Linux-aarch64-Jetson, iwasm, cjpeg, main, timestamp, 1696845186990603
Linux-aarch64-Jetson, iwasm, cjpeg, start, timestamp, 1696845186991036
Linux-aarch64-Jetson, iwasm, cjpeg, end, timestamp, 1696845187313376
Linux-aarch64-Jetson, iwasm, cjpeg, accumulated, elapsed time, 322340
Linux-aarch64-Jetson, native, djpeg, calling, timestamp, 1696845209716334
Linux-aarch64-Jetson, native, djpeg, starting, timestamp, 1696845209720095
Linux-aarch64-Jetson, native, djpeg, main, timestamp, 1696845209724176
Linux-aarch64-Jetson, native, djpeg, start, timestamp, 1696845209725628
Linux-aarch64-Jetson, native, djpeg, end, timestamp, 1696845209733968
Linux-aarch64-Jetson, native, djpeg, accumulated, elapsed time, 8340
Linux-aarch64-Jetson, wasmtime, djpeg, calling, timestamp, 1696845209761738
Linux-aarch64-Jetson, wasmtime, djpeg, starting, timestamp, 1696845209773097
Linux-aarch64-Jetson, wasmtime, djpeg, main, timestamp, 1696845210085194
Linux-aarch64-Jetson, wasmtime, djpeg, start, timestamp, 1696845210086253
Linux-aarch64-Jetson, wasmtime, djpeg, end, timestamp, 1696845210105383
Linux-aarch64-Jetson, wasmtime, djpeg, accumulated, elapsed time, 19130
Linux-aarch64-Jetson, iwasm, djpeg, calling, timestamp, 1696845210143241
Linux-aarch64-Jetson, iwasm-interp, djpeg, starting, timestamp, 1696845210148492
Linux-aarch64-Jetson, iwasm, djpeg, main, timestamp, 1696845210173157
Linux-aarch64-Jetson, iwasm, djpeg, start, timestamp, 1696845210174013
Linux-aarch64-Jetson, iwasm, djpeg, end, timestamp, 1696845210421209
Linux-aarch64-Jetson, iwasm, djpeg, accumulated, elapsed time, 247196
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845233003316
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845233007233
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845233011264
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845233011533
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845233184014
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 172481
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845233187506
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845233191076
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845233195107
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845233197648
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845233388726
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 191078
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845233394005
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845233397724
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845233401788
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845233576061
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845233774646
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 198585
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845233779825
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845233783451
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845233787408
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845233938061
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845234126099
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 188038
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845234131486
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845234135086
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845234139074
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845234313819
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845234507202
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 193383
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845234512391
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845234516078
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845234519943
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845234669084
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845234872893
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 203809
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845234878046
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845234881812
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845234885759
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845235037389
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845235213185
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 175796
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845235220192
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845235223909
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845235228006
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845235375627
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845235573032
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 197405
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845235578179
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845235581973
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845235586012
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845235733307
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845235919836
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 186529
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845235926919
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845235931085
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845235936209
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845236081048
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845236254215
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 173167
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845236282143
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845236291534
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845236401087
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845236415294
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845236704317
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 289023
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845236714290
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845236723608
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845236761045
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845236865480
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845237163980
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 298500
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845237170959
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845237180347
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845237225103
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845237337169
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845237629246
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 292077
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845237636125
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845237645478
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845237685389
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845237795060
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845238081160
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 286100
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845238089997
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845238101517
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845238141042
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845238269722
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845238566235
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 296513
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845238573172
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845238582403
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845238637120
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845238726653
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845239012605
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 285952
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845239021587
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845239030920
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845239074744
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845239180229
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845239475038
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 294809
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845239482883
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845239492176
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845239529753
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845239634911
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845239933326
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 298415
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845239940402
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845239949781
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845239985043
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845240102569
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845240419308
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 316739
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845240426304
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845240435687
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845240485082
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845240583057
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845240870236
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 287179
Linux-aarch64-Jetson, iwasm, blowfish, calling, timestamp, 1696845240900855
Linux-aarch64-Jetson, iwasm-interp, blowfish, starting, timestamp, 1696845240905467
Linux-aarch64-Jetson, iwasm, blowfish, main, timestamp, 1696845240918502
Linux-aarch64-Jetson, iwasm, blowfish, start, timestamp, 1696845241070980
Linux-aarch64-Jetson, iwasm, blowfish, end, timestamp, 1696845244587429
Linux-aarch64-Jetson, iwasm, blowfish, accumulated, elapsed time, 3516449
Linux-aarch64-Jetson, iwasm, blowfish, calling, timestamp, 1696845244596337
Linux-aarch64-Jetson, iwasm-interp, blowfish, starting, timestamp, 1696845244603398
Linux-aarch64-Jetson, iwasm, blowfish, main, timestamp, 1696845244616221
Linux-aarch64-Jetson, iwasm, blowfish, start, timestamp, 1696845244749230
Linux-aarch64-Jetson, iwasm, blowfish, end, timestamp, 1696845248293656
Linux-aarch64-Jetson, iwasm, blowfish, accumulated, elapsed time, 3544426
Linux-aarch64-Jetson, iwasm, blowfish, calling, timestamp, 1696845248302093
Linux-aarch64-Jetson, iwasm-interp, blowfish, starting, timestamp, 1696845248306586
Linux-aarch64-Jetson, iwasm, blowfish, main, timestamp, 1696845248319243
Linux-aarch64-Jetson, iwasm, blowfish, start, timestamp, 1696845248449576
Linux-aarch64-Jetson, iwasm, blowfish, end, timestamp, 1696845251987264
Linux-aarch64-Jetson, iwasm, blowfish, accumulated, elapsed time, 3537688
Linux-aarch64-Jetson, iwasm, blowfish, calling, timestamp, 1696845251996240
Linux-aarch64-Jetson, iwasm-interp, blowfish, starting, timestamp, 1696845252000933
Linux-aarch64-Jetson, iwasm, blowfish, main, timestamp, 1696845252013518
Linux-aarch64-Jetson, iwasm, blowfish, start, timestamp, 1696845253739720
Linux-aarch64-Jetson, iwasm, blowfish, end, timestamp, 1696845257283183
Linux-aarch64-Jetson, iwasm, blowfish, accumulated, elapsed time, 3543463
Linux-aarch64-Jetson, iwasm, blowfish, calling, timestamp, 1696845257292137
Linux-aarch64-Jetson, iwasm-interp, blowfish, starting, timestamp, 1696845257300835
Linux-aarch64-Jetson, iwasm, blowfish, main, timestamp, 1696845257313511
Linux-aarch64-Jetson, iwasm, blowfish, start, timestamp, 1696845257449205
Linux-aarch64-Jetson, iwasm, blowfish, end, timestamp, 1696845260971370
Linux-aarch64-Jetson, iwasm, blowfish, accumulated, elapsed time, 3522165
Linux-aarch64-Jetson, iwasm, blowfish, calling, timestamp, 1696845260978433
Linux-aarch64-Jetson, iwasm-interp, blowfish, starting, timestamp, 1696845260983218
Linux-aarch64-Jetson, iwasm, blowfish, main, timestamp, 1696845260996258
Linux-aarch64-Jetson, iwasm, blowfish, start, timestamp, 1696845261138462
Linux-aarch64-Jetson, iwasm, blowfish, end, timestamp, 1696845264651980
Linux-aarch64-Jetson, iwasm, blowfish, accumulated, elapsed time, 3513518
Linux-aarch64-Jetson, iwasm, blowfish, calling, timestamp, 1696845264659000
Linux-aarch64-Jetson, iwasm-interp, blowfish, starting, timestamp, 1696845264663676
Linux-aarch64-Jetson, iwasm, blowfish, main, timestamp, 1696845264676354
Linux-aarch64-Jetson, iwasm, blowfish, start, timestamp, 1696845264844182
Linux-aarch64-Jetson, iwasm, blowfish, end, timestamp, 1696845268409663
Linux-aarch64-Jetson, iwasm, blowfish, accumulated, elapsed time, 3565481
Linux-aarch64-Jetson, iwasm, blowfish, calling, timestamp, 1696845268417793
Linux-aarch64-Jetson, iwasm-interp, blowfish, starting, timestamp, 1696845268422980
Linux-aarch64-Jetson, iwasm, blowfish, main, timestamp, 1696845268435876
Linux-aarch64-Jetson, iwasm, blowfish, start, timestamp, 1696845268514551
Linux-aarch64-Jetson, iwasm, blowfish, end, timestamp, 1696845272053025
Linux-aarch64-Jetson, iwasm, blowfish, accumulated, elapsed time, 3538474
Linux-aarch64-Jetson, iwasm, blowfish, calling, timestamp, 1696845272062004
Linux-aarch64-Jetson, iwasm-interp, blowfish, starting, timestamp, 1696845272067831
Linux-aarch64-Jetson, iwasm, blowfish, main, timestamp, 1696845272080525
Linux-aarch64-Jetson, iwasm, blowfish, start, timestamp, 1696845272216390
Linux-aarch64-Jetson, iwasm, blowfish, end, timestamp, 1696845275748742
Linux-aarch64-Jetson, iwasm, blowfish, accumulated, elapsed time, 3532352
Linux-aarch64-Jetson, iwasm, blowfish, calling, timestamp, 1696845275758070
Linux-aarch64-Jetson, iwasm-interp, blowfish, starting, timestamp, 1696845275764338
Linux-aarch64-Jetson, iwasm, blowfish, main, timestamp, 1696845275778716
Linux-aarch64-Jetson, iwasm, blowfish, start, timestamp, 1696845275913812
Linux-aarch64-Jetson, iwasm, blowfish, end, timestamp, 1696845279474816
Linux-aarch64-Jetson, iwasm, blowfish, accumulated, elapsed time, 3561004
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845281860211
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845281863829
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845281867920
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845281868285
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845282062278
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 193993
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845282065808
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845282069396
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845282073471
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845282075974
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845282254374
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 178400
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845282259559
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845282263184
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845282267144
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845282417729
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845282642338
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 224609
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845282647470
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845282651132
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845282655145
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845282808041
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845283029377
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 221336
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845283034664
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845283038297
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845283042384
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845283215457
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845283426746
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 211289
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845283431811
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845283435467
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845283439363
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845283586657
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845283777550
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 190893
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845283782716
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845283786371
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845283790387
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845283944279
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845284182213
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 237934
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845284187718
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845284191358
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845284195341
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845284343157
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845284570764
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 227607
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845284575907
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845284579597
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845284583629
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845284731196
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845284912593
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 181397
Linux-aarch64-Jetson, native, blowfish, calling, timestamp, 1696845284917901
Linux-aarch64-Jetson, native, blowfish, starting, timestamp, 1696845284921579
Linux-aarch64-Jetson, native, blowfish, main, timestamp, 1696845284925562
Linux-aarch64-Jetson, native, blowfish, start, timestamp, 1696845285073436
Linux-aarch64-Jetson, native, blowfish, end, timestamp, 1696845285305450
Linux-aarch64-Jetson, native, blowfish, accumulated, elapsed time, 232014
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845285332390
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845285341761
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845285381085
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845285468566
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845285760170
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 291604
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845285767109
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845285776312
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845285817207
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845285931394
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845286213980
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 282586
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845286222618
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845286231915
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845286274169
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845286372463
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845286659461
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 286998
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845286666414
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845286675719
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845286709016
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845286825657
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845287118035
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 292378
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845287125039
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845287134946
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845287173560
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845287282468
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845287572393
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 289925
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845287579311
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845287589283
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845287637176
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845287737742
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845288027807
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 290065
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845288034751
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845288044063
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845288081328
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845288201910
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845288493186
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 291276
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845288500191
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845288509994
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845288557663
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845288657371
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845288948084
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 290713
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845288955041
Linux-aarch64-Jetson, wasmtime, blowfish, starting, timestamp, 1696845288964429
Linux-aarch64-Jetson, wasmtime, blowfish, main, timestamp, 1696845289033266
Linux-aarch64-Jetson, wasmtime, blowfish, start, timestamp, 1696845289111224
Linux-aarch64-Jetson, wasmtime, blowfish, end, timestamp, 1696845289402956
Linux-aarch64-Jetson, wasmtime, blowfish, accumulated, elapsed time, 291732
Linux-aarch64-Jetson, wasmtime, blowfish, calling, timestamp, 1696845289412166
